"base","STATE","REGION","lat","long","population","less_than_high_school","high_school_grad","some_bachelors_or_associate","with_children_under_18","income_below_poverty","drove_alone","carpooled","public_transportation","walked","taxi_motorcycle_bike_other","worked_from_home","now_married","separated","widowed","divorced","female","black_or_african_american_alone","american_indian_and_alaskan_native_alone","asian_alone","native_hawaiian_and_other_pacific_islander_alone","some_other_race_alone","two_or_more_races","hispanic_or_latino","living_with_supplementary_security_income_cash_public_assistance_income_foodstamps","veteran","unemployment_rate","armed_forces","mu_days","smoke","obese","food_env_index","phys_inactive","exer_acc","excess_drink","alc_drive_deaths_rate","clap_rate","teen_birth","mental_rate","child_pov","social","violence","house_problem","long_drive_alone","land_acres","h_80ami","t_80ami","co2_per_acre_local","autos_per_hh_80ami","vmt_per_hh_80ami","pct_transit_commuters_80ami","transit_trips_80ami","emp_ovrll_ndx","gross_hh_density","frac_sfd","intersection_density","median_smoc","pct_renter_occupied_hu","pupil_teacher_ratio","pct_65_older","annual_drug_spending_hh_avg"
"Radford AAP","VA","South",37.1873562015275,-80.5420829423738,54485,0.0568133964020983,0.176371191591042,0.240523635982862,0.421029293866025,0.321366188039727,0.74825254634741,0.0748312289515908,0.0540841169545494,0.0557103136073762,0.0265359376219069,0.0405858565171664,0.376807347590742,0.0162257869803115,0.0441631066797919,0.0796244773923897,0.510500011175538,0.0510625199343389,0.00235143452904419,0.0601014787468267,0.000443573628764416,0.00867031607324753,0.0173024171996467,0.0286799040394006,0.187783894861165,0.0799434771961942,0.0360141124195471,0.00154336593755339,3.76419301799389,17.8677140007573,25.630020884806,7.94723583450497,23.6917880396948,74.2643417923895,19.2029826124534,19.8268813389057,270.932905854571,19.2274178863788,131.134098908257,15.3579314486957,12.612807822556,137.987209945668,17.3682188184562,24.5737731882772,236937.059418297,35.8196262575247,30.3426473197832,8.29358932008354,2,19250.119111645,1.97519076154466,42.3978692037838,3.16294107208671,0.11184994335167,57.8082965915451,27.2898961219782,1137.01570455507,39.451125458988,13.7345992301287,0.146594936342292,418.785674012749
"Red River Army Depot","TX","South",33.4263247587807,-94.3376018034804,11606,0.149312810186038,0.451259581003777,0.301809386486332,0.384057122493271,0.183739637601057,0.863940864553101,0.0691216858922401,0.000959500681740539,0.0166354432418923,0.00692422674881712,0.0424182788822085,0.474716727232913,0.028684089058711,0.0745567093566403,0.131981436269193,0.546993065678988,0.135523753870279,0.011696737748141,0.00743247229431721,0.00272528619456997,0.0494933585174046,0.0251533709342159,0.0833262433257424,0.382371422016547,0.134083253144941,0.0468997794190264,0.000826050706482767,3.7675380917,18.162710565,35.1,5.7,32.8,41.742559283,17.497615544,22.680412371,547.8,56.570846866,87.36416,30.1,13.491953014,553.75262173,15.43017918,12.9,566403.02,36,33,5.37,2,20096,1,11,4.1,0.06,69,11,1039,34,12.84,0.162813,390.2715
"Redstone Arsenal","AL","South",34.6484480022735,-86.6615805487033,76607,0.069365877564006,0.154314368224824,0.293436074785825,0.443023467378687,0.132036170720934,0.868537984658061,0.0694004654588333,0.00441978706142916,0.015219285888965,0.0186422181578667,0.0237802587748449,0.520340287765467,0.017289197329951,0.0475958485507813,0.116833449408704,0.492484830954828,0.191605394905632,0.00540023244907032,0.0426170573898236,0.000910242150951482,0.0125006003171858,0.0291876124721887,0.0619015260953182,0.23817874703447,0.149172450046425,0.0495217482651775,0.00978306892085977,4.09950423750926,16.9029454994285,32.9632283574922,7.46322835749225,24.2710729408629,67.6442428200859,15.6128361518193,22.2184034432781,502.459100088916,24.221156571874,104.243477931983,18.2775787318808,10.4138193004069,493.84802672375,12.7164326835954,27.3360927114279,481463.04628488,29.3878936594041,26.6121063405959,7.97092215153374,2,20383.3803415563,0,5.5717518719428,2.78991138283671,0.233273619564243,73.2242126811919,46.0224403379262,1142.26683025344,30.3677164250775,17.9222194957759,0.143414684881779,401.59867991283
"Rock Island Arsenal","IL","Midwest",41.5178539032351,-90.542516590768,40491,0.1103264554547,0.272355985463096,0.363517051745577,0.442720634728184,0.150041505290962,0.795840206453947,0.0924852308243668,0.0191906797258431,0.033972336864617,0.029886820586469,0.0286247255447568,0.460306103609026,0.0160080717027372,0.0779818191504799,0.136532318980885,0.483782403151617,0.11342442154844,0.00405603722165611,0.0218467487435865,0.000120286482569697,0.0342043711326619,0.0303566871097568,0.137437575272732,0.315601832732471,0.104831888362453,0.0538971342908486,0.000801174705573402,3.5543303602,16.625231495,31,8,22.9,89.49751264,22.235703419,42.222222222,451.2,38.137846885,149.87844,25.1,14.165178296,343.4223595,14.495154477,15,273573.95,30,27,15.51,2,18927,3,104,5.7,0.22,71,22,1155,30,16,0.185391,435.4242
"Schofield Bks Military Reservation","HI","West",21.4957751795809,-158.097846487525,87419,0.0597051973445203,0.304766861754576,0.382287308230996,0.475180871938219,0.114639770088694,0.698108232122455,0.154384879730589,0.0622666559979389,0.0302303229833141,0.0233760730631509,0.0316338361025523,0.539934037599232,0.0154957406901723,0.0508336862284858,0.0797848385872305,0.513440258830336,0.0398797884497033,0.00206046393646264,0.268056746337308,0.136661074982817,0.00931871658567562,0.295809206786003,0.13563471664522,0.265024971700174,0.139421951957571,0.052020790770832,0.0838720419044141,2.9203392921,11.177348228,22.2,8.1,20.2,96.875495039,18.885339666,26.394052045,553.9,23.497911647,228.18745,9.5,6.3481637386,239.37491994,27.336041788,44.3,384373.36,41,20,67.78,2,18399,8,213,5.9,0.81,47,36,1932,46,16.14,0.174598,382.9087
"Scranton AAP","PA","Northeast",41.4041794356325,-75.6659088026491,9382,0.139211136890951,0.371322505800464,0.248909512761021,0.399959415584416,0.204214338628694,0.755570791909496,0.153810993029368,0.0187407153468175,0.0404525197120329,0.0103988115643926,0.0210261684378928,0.386413440467495,0.0281835889943998,0.0924032140248356,0.124665205746287,0.459316557328895,0.0993831391363948,0.000783315382355821,0.0339763047096837,0,0.011896602369529,0.0228140605111133,0.155390188974836,0.492371705963939,0.104708362614195,0.0558193328463599,0.000182615047479912,4.0367677167,16.333502793,29.9,8.1,24.9,26.349930283,21.407872322,35.789473684,164.1,21.225544481,147.64269,18.8,11.419565207,207.73739226,15.316107107,21.8,293614.17,36,28,18.29,1,18133,2,25,6.2,0.29,65,37,1243,33,14.24,0.202695,456.2351
"Shell Basefield","AL","South",31.3632753274944,-85.8487529012254,18204,0.0854498606509965,0.265078613871799,0.35336803912289,0.45268155821733,0.134088228355744,0.869332669942161,0.0858262329746875,0.000559736302008831,0.00740095777100566,0.0106971826606132,0.0261832203495242,0.511871680326427,0.023075029019663,0.0710893805621021,0.132188961975448,0.500384826827927,0.188702583837273,0.004260582737768,0.0148158328752062,0,0.0147883452446399,0.0278449697636064,0.0932380428807037,0.27966008166869,0.233125354509359,0.0442505891870977,0.0522002180871645,4.606066663,18.201220902,34.2,7.5,29.8,44.630415632,15.528419697,31.914893617,467.5,30.630003481,54.65974,21.3,16.012184882,321.1579928,14.016243123,23.3,434550.61,33,32,3.83,2,21601,0,7,1.6,0.04,72,7,1131,32,19.15,0.168711,403.9892
"Sierra Army Depot","CA","West",40.2146041516603,-120.140141027287,2155,0.251429900696121,0.374085068798641,0.311244249433961,0.628435613673376,0.0810972657466277,0.646348479294616,0.309926092982546,0,0.00868436586420671,0,0.0350410618586321,0.313697602473556,0.0885827913382207,0.0714150792481652,0.0996486242090351,0.735556874011385,0.14802741216517,0.0431107548512862,0.0170231523989945,0,0.13285460241824,0.071267612068558,0.300051267266557,0.056183469551936,0.09697850764876,0.0182145742465276,0.00930967128155856,3.7436918331,13.856077332,25.7,7.2,21.3,54.151024502,22.107522052,38.095238095,248.8,29.67877095,298.02397,19.3,5.1044823736,400.8156951,17.769857434,18.1,2906357.24,38,31,1.91,2,17964,3,20,1.9,0,74,2,1468,35,20.62,0.120729,454.006
"Skelly Stagefield","AL","South",31.2858700359735,-86.1283422444989,5050,0.180005957783233,0.350664362157295,0.320884607676302,0.314174024893907,0.191710042098199,0.790062038892899,0.146299746723781,0.0029601410250194,0.0175117589040659,0.0202426693382946,0.0229236451159394,0.500512789336303,0.0327646589722666,0.0904580404993238,0.124036270262251,0.482853597385055,0.175855997350639,0.0143667764948409,0.010350598563064,0,0.00517596308802327,0.0340913990563104,0.0222930021151498,0.454684355840268,0.120828303917037,0.0397215826090122,0.00193194706969009,4.606066663,18.201220902,34.2,7.5,29.8,44.630415632,15.528419697,31.914893617,467.5,30.630003481,54.65974,21.3,16.012184882,321.1579928,14.016243123,23.3,434550.61,33,32,3.83,2,21601,0,7,1.6,0.04,72,7,1131,32,19.15,0.168711,403.9892
"Stewart Annex","NY","Northeast",41.4924861570106,-74.0946204391819,13375,0.0611553925372082,0.2500529025887,0.366438597728716,0.482013253392237,0.0482793079757667,0.793264733395697,0.0722637979420019,0.0605706267539757,0.0268942937324602,0.0112254443405051,0.0357811038353602,0.509587864911277,0.0236119061247853,0.0504674680404503,0.0909654646059912,0.507185923931592,0.127488529066019,0,0.0513063592582761,0,0.0756133631640818,0.0544158355769595,0.215994842819764,0.182040417209909,0.0948141296178528,0.044361763022324,0.0184602175157413,3.8149173904,15.131977439,30.1,8.7,27.1,84.755896388,17.736005071,32.748538012,323.3,17.522059207,209.11896,19.3,7.2819325984,253.96583553,23.09447558,42.8,519486.73,43,24,13.24,2,20743,0,0,5.8,0.24,62,28,2027,31,13.72,0.127274,444.1732
"Stinson Stagefield","AL","South",31.359319456228,-86.0134906281899,3963,0.190855803048066,0.33810082063306,0.325908558030481,0.323514474352463,0.201555411535969,0.775418275418275,0.156048906048906,0.0028957528957529,0.0202702702702703,0.0231660231660232,0.0222007722007722,0.483537575668094,0.0336630739701757,0.0868152960283479,0.121659530488705,0.484296712697055,0.221801295368447,0.00794329707931077,0.0125870707564463,0,0.00635463766344861,0.0389832579738482,0.0237076866674814,0.484793187347932,0.126655052264808,0.0428170677690831,0.000295290122545401,4.606066663,18.201220902,34.2,7.5,29.8,44.630415632,15.528419697,31.914893617,467.5,30.630003481,54.65974,21.3,16.012184882,321.1579928,14.016243123,23.3,434550.61,33,32,3.83,2,21601,0,7,1.6,0.04,72,7,1131,32,19.15,0.168711,403.9892
"Tobyhanna Army Depot","PA","Northeast",41.1987759890207,-75.4296261056602,11330,0.110403371544089,0.365569340184817,0.362920859234668,0.440748555583819,0.134188363023692,0.785094249867141,0.112827180608116,0.0575785410960464,0.0041365784950042,0.0114195298444457,0.028943920089247,0.474731406197786,0.0360117886156996,0.049156970453282,0.0712145539013158,0.498136821948338,0.266655169707495,0.00126820149493708,0.0194899407800769,0,0.0406857711684606,0.0459948313048547,0.185173885228158,0.39990300506386,0.106459124530855,0.103235604970216,0.00423147906712134,4.03861924333668,16.5838012556478,30.4282876173493,8.05597603188755,26.2647430114858,33.6615325280808,20.171252717038,35.6652260243617,172.068338228353,17.7842653298157,123.726981893088,18.2717123826507,9.75228241371072,259.893874222267,18.3195500554735,32.277704410762,335751.649445272,38.2011984056223,28.4402396811245,12.0606085120889,1.44023968112446,20008.8612812713,1.55976031887554,14.4342476530131,5.62768841453821,0.228366444642576,72.4840745791158,32.157363507631,1433.18354224577,28.157363507631,13.5312141133896,0.179010105155504,449.395008026433
"Tooele Army Depot","UT","West",40.5288392238512,-112.411158822222,28484,0.0584953482965295,0.30706913654293,0.391912951401466,0.562869819225872,0.073998315417472,0.725526175040639,0.180201772886833,0.0311759080610132,0.00839107719792574,0.0157253943727562,0.0389796724408326,0.609832449366011,0.0127816997396793,0.0406662183997727,0.101356647862015,0.503323958175657,0.00627542128547989,0.0111884459396847,0.00913241003891117,0.00441062707792193,0.0252211557528091,0.0199425287822146,0.105868636010097,0.121715561846169,0.111351628193493,0.0493841363217134,0.00213300644924184,3.9324772501,12.185682609,31.9,7.7,20.9,94.446734687,14.013604682,24.324324324,267.9,25.526483727,103.34243,9.4,3.4947261406,218.7835852,10.35326087,44.5,4442866.05,29,28,11.17,2,23241,1,5,2.6,0,79,2,1240,23,NA,0.090546,454.7276
"Toth Stagefield","AL","South",31.227575621218,-85.559332735917,2954,0.107278481012658,0.362025316455696,0.367721518987342,0.36682725395733,0.117301231802912,0.906733746130031,0.0646284829721362,0,0.00232198142414861,0.0197368421052632,0.00657894736842105,0.515144958892254,0.0333189095629598,0.0692340977931631,0.138251839030723,0.521815933580639,0.056350468115174,0.00123653064829535,0.00865571453806748,0,0.0125419537184243,0.0289701466172054,0.0745451333686628,0.152753108348135,0.173791348600509,0.0646906101254868,0.00216356555603635,4.4415549183,18.612184668,36.5,6.7,28.8,60.303277547,14.394508845,40.425531915,571.9,36.488579172,79.22643,29.7,11.70180571,362.59707652,13.610683102,25.9,359135.52,29,32,1.97,2,20991,1,11,2.6,0.05,66,12,815,38,17.81,0.156309,394.3371
"Tripler AMC","HI","West",21.362031211871,-157.889580747054,56231,0.106142287116253,0.267163408549263,0.374947345182517,0.478264906408209,0.090601612217238,0.606593975407328,0.13773479130124,0.132666185272985,0.0316820485146645,0.0689238191647555,0.0223991803390271,0.544898856426006,0.0132402338962975,0.0601767661529441,0.0697411479428082,0.500843658700701,0.0417083131041384,0.00118809788606516,0.476789619083312,0.0970597745559719,0.00773766791752694,0.168733948805931,0.0891833838046833,0.24591679656027,0.129053403098858,0.0280684587623451,0.0816095316019925,2.9203392921,11.177348228,22.2,8.1,20.2,96.875495039,18.885339666,26.394052045,553.9,23.497911647,228.18745,9.5,6.3481637386,239.37491994,27.336041788,44.3,384373.36,41,20,67.78,2,18399,8,213,5.9,0.81,47,36,1932,46,16.14,0.174598,382.9087
"Umatilla Chem Depot","OR","West",45.8371193145048,-119.440925732137,20243,0.21967852348023,0.30234506140472,0.348062239905248,0.528233691409438,0.141771382096133,0.828844263824072,0.113585018324501,0.00344627514962451,0.0225495851162168,0.0072374722751139,0.0243373853104716,0.497742040399915,0.0170940720302749,0.0476351786918698,0.14428113827136,0.542675698531201,0.00671665681733276,0.0167783891667275,0.00536710020697595,0.0016956461672832,0.0853206602058364,0.036948042996019,0.364450074065764,0.393102244032815,0.123661491620257,0.0603201153954593,0.000559004823832615,4.16923380883182,17.974070476068,33.0814946214551,7.55096086056719,19.0872597848582,57.4730447127903,18.4224550287132,25.8019300602892,364.033237815833,42.6725179878342,339.321745294399,19.1127402151418,10.829809495824,171.443152985165,16.7495334748189,18.8790748447841,1961382.56123763,30.6177935457461,32.3822064542539,7.26851947874736,2,21125.402151418,1,8.76441290850788,1.24711741829842,0.0087259784858202,64.4903913943281,3.74519569716404,1119.00498055537,36.1081849400741,18.8247401696573,0.146459372973096,447.231137031225
"US Army Joint Sys Mfg Ctr Lima","OH","Midwest",40.700006103399,-84.1343102853913,13160,0.124942532774197,0.393651690303858,0.339642585762055,0.419081631366603,0.227541638498853,0.837898043364145,0.122428933046608,0.0083541250777259,0.0123017966551847,0.00344297294092797,0.0155741289154081,0.454343443414552,0.023245069739786,0.0828723948418653,0.137941023590636,0.49385246506521,0.186699595499772,0.00467962945927257,0.00693317431661435,0,0.0031612986201784,0.0304628024034751,0.0158637695526489,0.471061310598645,0.117641686491015,0.0719566753465464,0.00065446608563729,3.9937225239,20.349926343,33.4,7.5,30.2,82.05133028,16.525687176,31.818181818,598.8,35.218871999,162.90413,21.9,16.279626526,435.07267548,15.078377706,17.4,257599.74,32,32,9.08,2,20043,1,16,4.4,0.16,75,33,993,33,17.24,0.171768,423.3923
"US Army Soldier Systems Center Natick","MA","Northeast",42.2893019006622,-71.3622831602396,16704,0.0121400778210117,0.0978988326848249,0.147859922178988,0.521768707482993,0.0428675224025188,0.782087669504888,0.0541890045201303,0.0818879428150951,0.014453905182382,0.0125617575948702,0.0548197203826343,0.567559578791798,0.012008128579346,0.0563458341030852,0.0883059301681138,0.481619237090217,0.0146757777585561,0.0018741170025661,0.102759276879163,0,0.00853444050399331,0.0149929360205288,0.0365885304039443,0.0297612045641689,0.06511320442902,0.0293367818215407,0.00236467762793275,3.4830915703,11.263552771,22.5,8.9,20.3,96.966572083,20.350285848,22.040816327,264.4,7.1559896581,494.347,8.6,9.5322870739,206.55078468,17.014097052,46.7,523405.13,41,19,30.31,2,16186,10,176,6.9,1.12,49,88,2239,38,12.87,0.151584,448.7896
"USA Adelphi Laboratory Ctr","MD","South",39.0328808322847,-76.9605330071925,78864,0.272752730520749,0.193422754469015,0.21890841990019,0.500966945576103,0.113612057626602,0.604992586985991,0.177686474671045,0.162145806646491,0.0219686310336636,0.00730130359579746,0.0259051970670123,0.436404679079241,0.0264208530881915,0.0485255853726872,0.0862277518132039,0.50443675725466,0.335136893690582,0.00438500198538957,0.0958903058750929,0.000412097426418546,0.295150087735527,0.0405691339087624,0.390400830895268,0.263707355628467,0.0520911450520052,0.062761139219982,0.00108429759290211,3.02939223973083,9.42030521401942,26.4877002106585,8.70562774935559,19.6176723409266,99.3733084138705,14.6593594013276,29.6623790275666,473.763600926374,19.1232186089809,201.81554160772,10.8691111779868,8.4159824673385,332.447672431721,18.6425571364915,56.3438501053293,312411.949078059,33.2617776440263,16,30.7414898766143,2,17246.7318424117,9.06544441100658,26.7107216036218,8.55327222055033,1.08056277493556,50.4018333834901,73.2238339853717,2049.24854776453,35.8691111779868,15.1415966556322,0.127948771635155,349.039070729297
"USA Field Station Kunia","HI","West",21.4723134798832,-158.054583266804,53212,0.0352272631317791,0.247493628158245,0.41686655531185,0.515957438552007,0.0691352794356526,0.715388169461652,0.14647632712656,0.0428734769878818,0.0403633077393086,0.0275202279959879,0.0273784906886094,0.591065719137275,0.0123460322235862,0.0412357654164354,0.0707105183496681,0.524846239277368,0.0578216011974761,0.00230201243443144,0.348228439540626,0.0502863017429091,0.011220175165191,0.254982682447281,0.124654279647065,0.148160490339094,0.15545680627959,0.0365717034120866,0.125308974577771,2.9203392921,11.177348228,22.2,8.1,20.2,96.875495039,18.885339666,26.394052045,553.9,23.497911647,228.18745,9.5,6.3481637386,239.37491994,27.336041788,44.3,384373.36,41,20,67.78,2,18399,8,213,5.9,0.81,47,36,1932,46,16.14,0.174598,382.9087
"Waianae-Kai Military Reservation","HI",NA,21.4463692358516,-158.1900562441,23755,0.120011911852293,0.456606823789671,0.313792223262146,0.418849911190053,0.221211900778352,0.65657728162044,0.174876280354471,0.118368051559443,0.012947404764645,0.0128898607434688,0.0243411209575325,0.421158248777593,0.0250134252847574,0.070518074672847,0.0960402475905147,0.491313340227508,0.0129679420889349,0.00148914167528438,0.126452947259566,0.346266804550155,0.0068459152016546,0.392802481902792,0.171334022750776,0.547253375241089,0.11462366355273,0.0891721545462254,0.00816822588394901,2.9203392921,11.177348228,22.2,8.1,20.2,96.875495039,18.885339666,26.394052045,553.9,23.497911647,228.18745,9.5,6.3481637386,239.37491994,27.336041788,44.3,384373.36,41,20,67.78,2,18399,8,213,5.9,0.81,47,36,1932,46,16.14,0.174598,382.9087
"Walter Reed AMC Main Post","DC","South",38.9749863667275,-77.0311239341222,6809,0.0828231904933381,0.120393710238867,0.182331052694755,0.383447454599583,0.114360828130135,0.452455025023671,0.0554578655484918,0.382929798458001,0.0200189368321385,0.0192073583119167,0.0699310158257812,0.422179953688389,0.0211710221634138,0.0755871650678134,0.0970889844525306,0.473077190300841,0.646216910998402,0.00361286736608073,0.0207045091363857,0.000625303967206281,0.0562773570485653,0.0353644132564441,0.116167581463211,0.167066346922462,0.0770643887204923,0.070790605358915,0.00165398610651671,3.5424234802,16.686006181,22.8,8.4,17.4,99.960280727,28.004741946,25,1198.4,34.060003702,436.30812,27.6,27.490672807,1263.3762802,21.561991661,45.8,39132.81,29,10,60.2,1,10239,30,22,9.8,6.99,12,237,1982,59,12.27,0.135549,306.7233
"Watervliet Arsenal","NY","Northeast",42.7198480449514,-73.7081345928372,9071,0.0552153716216216,0.272276182432432,0.381228885135135,0.573645382854236,0.111966987620358,0.833802207314434,0.0617831638173556,0.0463103224410301,0.0242371780999784,0.0175286734473058,0.0163384548798961,0.379310344827586,0.0419271016223049,0.0514081045017206,0.104291031673573,0.506335473067262,0.0664806028467764,0,0.0748534747418365,0,0.00312587217415574,0.0509070611219648,0.0516327100195367,0.251399367242638,0.0923051103465637,0.0501439707844652,0.00105344476437952,3.7922725925,15.148554099,26,8,22.9,91.30714915,20.028005111,25.252525253,549,13.038057353,315.36753,15.6,14.771430695,332.18437048,16.153564602,20,334598.91,33,21,23.6,1,16893,5,70,8.4,0.37,52,30,1468,42,14.24,0.15961,421.4976
"West Point Mil Reservation","NY","Northeast",41.37190261991,-73.9979957128318,15530,0.0322321655812433,0.145061842407138,0.292441050427207,0.577438260901089,0.0468071852057009,0.634096364005821,0.0605609170541906,0.0325623311729906,0.119761432109317,0.00974122414350414,0.143277731514176,0.469011544256289,0.00961276743166744,0.0372838023447209,0.0746102266648532,0.549767463366377,0.043379787493255,0.00239707615338189,0.0385106609615912,0,0.0346030163645921,0.0395716272822512,0.142212724175127,0.0595211907604278,0.166682448904002,0.0372114624888399,0.192654251474688,3.8149173904,15.131977439,30.1,8.7,27.1,84.755896388,17.736005071,32.748538012,323.3,17.522059207,209.11896,19.3,7.2819325984,253.96583553,23.09447558,42.8,519486.73,43,24,13.24,2,20743,0,0,5.8,0.24,62,28,2027,31,13.72,0.127274,444.1732
"Wheeler Army Airfield","HI","West",21.4731557066706,-158.034735161798,52974,0.0353855311241029,0.246154958276481,0.418739440881454,0.517238723587162,0.069445888347679,0.716505617977249,0.145963568479524,0.0430660976607235,0.0405446507989597,0.0264185691322803,0.0275014959512644,0.5901057579098,0.0124015001072501,0.0414210282277978,0.0710282044478903,0.524723326357454,0.0580813803548929,0.00231235484692426,0.347239055038961,0.0505122265327081,0.0112705848319958,0.254189385766349,0.125214322659788,0.148826141350924,0.155641778528137,0.0367360116654199,0.125871958984263,2.9203392921,11.177348228,22.2,8.1,20.2,96.875495039,18.885339666,26.394052045,553.9,23.497911647,228.18745,9.5,6.3481637386,239.37491994,27.336041788,44.3,384373.36,41,20,67.78,2,18399,8,213,5.9,0.81,47,36,1932,46,16.14,0.174598,382.9087
"White Sands Missile Range","NM","West",33.4098047784678,-106.519413458364,61299,0.148605949387918,0.247565195506071,0.33662900144468,0.425619876265263,0.202245064725952,0.808892329114111,0.140964802456424,0.00256269927853564,0.013413865429491,0.00919761579221727,0.0249686879292213,0.506048086015683,0.0178937212668586,0.0666111180057895,0.121158837216631,0.498420119003764,0.0288375645969247,0.019951466499398,0.0158431585332287,0.000454506016134223,0.0713790409860231,0.0342668203428164,0.475131160328233,0.380163077966423,0.175122388776172,0.0552670383590587,0.0214475221195483,4.05065216196277,15.8183489264308,25.568044687973,6.21042607691863,20.938968265813,75.7201697240091,16.9500545605588,32.0816556587531,571.24213711581,48.7456130129473,274.205729132861,36.142681400215,7.8660851796597,325.635086112977,17.6667892678737,19.5635819822674,2939193.50313751,37.4142896738253,35.8765537385668,8.91139119946638,2,19934.2260074744,1.93929416637985,35.3001635594433,2.27723142899784,0.0215401086132169,59.0358094669546,4.51809357305807,953.963030083363,33.6751593714688,15.3011024271978,0.164986654764697,436.917734875016
"Yakima Training Center","WA","West",46.7445308900886,-120.165725287992,46172,0.263175969560437,0.275126434204496,0.265695014556223,0.496653912778214,0.243884311652518,0.735265284915109,0.144672017379544,0.0120550045648484,0.0473217318956565,0.0233506545109235,0.0373353067339195,0.452175844455167,0.0168184246689151,0.0438361489109636,0.10692361758667,0.508837089691785,0.00916310768263658,0.0112539971254127,0.0129323399470271,0.000288462948374896,0.115974669002661,0.0276927892183387,0.431998155511415,0.441285494707855,0.0991964536077286,0.0548479044637107,0.0013008812798612,3.91422221711119,14.528253367999,30.2299063096628,8.3230040755086,21.2617100277741,78.367920056851,18.30990923816,38.5806460753834,515.697823585689,38.5688149361512,219.884645491105,20.0189441608962,8.61921602838764,248.791301859476,19.0987633228852,19.113719755048,1988180.73882067,34.3182984856978,31.7045108757497,14.3950458758129,2,20932.097188447,1.30076579101534,41.7297815577968,1.32691900822267,0.0399123365265877,65.7846808080212,5.60153158203067,1188.48436597814,36.4072347653106,19.4638142883032,0.139998666676501,444.680236797586
"Yuma Proving Ground","AZ","West",32.8832436220956,-114.353851399522,53519,0.169144151683528,0.244603113682801,0.40161740325394,0.389858933207879,0.143159423445326,0.784856619134214,0.109818562008518,0.00564152666457128,0.036916247752811,0.0251598524716272,0.0376071919682586,0.586011267529178,0.0194119292351533,0.0697934719780259,0.0918007257304612,0.50226068588501,0.0196360013604201,0.0186371120097813,0.0149004865224757,0.00165468080935916,0.139271912084429,0.0312342924819064,0.456218612982466,0.312047893478189,0.142780267414619,0.0658359534876602,0.0337466338508782,4.09076303733231,14.2770816317074,29.5660554183021,6.93590534159511,25.6562326911199,70.8243145219413,15.8359225100562,23.963470995112,443.698784144568,48.6690387566543,86.0234456792303,31.1816284293997,4.59710484106451,346.295147820332,23.0495906724345,19.1875513040186,3116201.6815372,38.5331309398099,37.0284986352135,16.3738121625391,2,20056.8821526768,0.606824430674822,5.81592815445,0.76122736147915,0.0189871192046383,58.7798235739475,2.94935596023191,1051.58941344066,37.4657906796039,22.5197299298382,0.162902422588213,443.687614525263
